Country_Code	Country	Pollutant_name	Format_name	Sector_code	Year	Emissions	Unit	Notation	VersionId	Parent_sector_code	Sector_name	Sector_label_EEA
BG	Bulgaria	As	NFR 2014-1	2D3i	1998	0.0	Mg		2	NATIONAL TOTAL	Other solvent use	Industrial processes and product use
BG	Bulgaria	As	NFR 2014-1	2G	1998	0.0013977535692281	Mg		2	NATIONAL TOTAL	Other product use	Industrial processes and product use
BG	Bulgaria	As	NFR 2014-1	2C1	1996	0.3535280592	Mg		2	NATIONAL TOTAL	Iron and steel production	Industrial processes and product use
BG	Bulgaria	As	NFR 2014-1	2D3g	1996	6.726e-09	Mg		2	NATIONAL TOTAL	Chemical products	Industrial processes and product use
BG	Bulgaria	As	NFR 2014-1	2D3i	1996	0.0	Mg		2	NATIONAL TOTAL	Other solvent use	Industrial processes and product use
BG	Bulgaria	As	NFR 2014-1	2G	1996	0.0014165306843036	Mg		2	NATIONAL TOTAL	Other product use	Industrial processes and product use
BG	Bulgaria	As	NFR 2014-1	1A2f	1996	0.548308	Mg		2	NATIONAL TOTAL	Stationary combustion in manufacturing industries and construction: Non-metallic minerals	Energy use in industry
BG	Bulgaria	As	NFR 2014-1	1A3bi	1996	0.0002003812104832	Mg		2	NATIONAL TOTAL	Road transport: Passenger cars	Road transport
BG	Bulgaria	As	NFR 2014-1	1A3bii	1996	6.96528549919932e-05	Mg		2	NATIONAL TOTAL	Road transport: Light duty vehicles	Road transport
BG	Bulgaria	As	NFR 2014-1	1A3biii	1996	2.7240704191478e-05	Mg		2	NATIONAL TOTAL	Road transport: Heavy duty vehicles and buses	Road transport
BG	Bulgaria	As	NFR 2014-1	1A3biv	1996	1.57303531055751e-05	Mg		2	NATIONAL TOTAL	Road transport: Mopeds & motorcycles	Road transport
BG	Bulgaria	As	NFR 2014-1	1A3bvi	1996	0.0050251917939976	Mg		2	NATIONAL TOTAL	Road transport: Automobile tyre and brake wear	Road transport
BG	Bulgaria	As	NFR 2014-1	1A3di(ii)	1996	0.12732	Mg		2	NATIONAL TOTAL	International inland waterways	Non-road transport
BG	Bulgaria	As	NFR 2014-1	1A3dii	1996	0.00432	Mg		2	NATIONAL TOTAL	National navigation (shipping)	Non-road transport
BG	Bulgaria	As	NFR 2014-1	1A4ai	1996	0.057578	Mg		2	NATIONAL TOTAL	Commercial/institutional: Stationary	Commercial, institutional and households
BG	Bulgaria	As	NFR 2014-1	1A4bi	1996	0.0861973727	Mg		2	NATIONAL TOTAL	Residential: Stationary	Commercial, institutional and households
BG	Bulgaria	As	NFR 2014-1	1A4ci	1996	0.022565	Mg		2	NATIONAL TOTAL	Agriculture/Forestry/Fishing: Stationary	Commercial, institutional and households
BG	Bulgaria	As	NFR 2014-1	1B2aiv	1996	0.0354654	Mg		2	NATIONAL TOTAL	Fugitive emissions oil: Refining / storage	Energy production and distribution
BG	Bulgaria	As	NFR 2014-1	1A3bi	1995	0.0002281834580827	Mg		2	NATIONAL TOTAL	Road transport: Passenger cars	Road transport
BG	Bulgaria	As	NFR 2014-1	1A3bii	1995	7.79742167688798e-05	Mg		2	NATIONAL TOTAL	Road transport: Light duty vehicles	Road transport
BG	Bulgaria	As	NFR 2014-1	1A3biii	1995	1.75913591549866e-05	Mg		2	NATIONAL TOTAL	Road transport: Heavy duty vehicles and buses	Road transport
BG	Bulgaria	As	NFR 2014-1	1A3biv	1995	1.910154718476e-05	Mg		2	NATIONAL TOTAL	Road transport: Mopeds & motorcycles	Road transport
BG	Bulgaria	As	NFR 2014-1	1A3bvi	1995	0.0049784936950095	Mg		2	NATIONAL TOTAL	Road transport: Automobile tyre and brake wear	Road transport
BG	Bulgaria	As	NFR 2014-1	1A3di(ii)	1995	0.14668	Mg		2	NATIONAL TOTAL	International inland waterways	Non-road transport
BG	Bulgaria	As	NFR 2014-1	1A3dii	1995	0.00148	Mg		2	NATIONAL TOTAL	National navigation (shipping)	Non-road transport
BG	Bulgaria	As	NFR 2014-1	1A4ai	1995	0.088386	Mg		2	NATIONAL TOTAL	Commercial/institutional: Stationary	Commercial, institutional and households
BG	Bulgaria	As	NFR 2014-1	1A4bi	1995	0.067588200745	Mg		2	NATIONAL TOTAL	Residential: Stationary	Commercial, institutional and households
BG	Bulgaria	As	NFR 2014-1	1A4ci	1995	0.027769	Mg		2	NATIONAL TOTAL	Agriculture/Forestry/Fishing: Stationary	Commercial, institutional and households
BG	Bulgaria	As	NFR 2014-1	1B2aiv	1995	0.0407592	Mg		2	NATIONAL TOTAL	Fugitive emissions oil: Refining / storage	Energy production and distribution
BG	Bulgaria	As	NFR 2014-1	2C1	1995	0.3767620821	Mg		2	NATIONAL TOTAL	Iron and steel production	Industrial processes and product use
BG	Bulgaria	As	NFR 2014-1	2D3g	1995	8.72e-09	Mg		2	NATIONAL TOTAL	Chemical products	Industrial processes and product use
BG	Bulgaria	As	NFR 2014-1	2D3i	1995	0.0	Mg		2	NATIONAL TOTAL	Other solvent use	Industrial processes and product use
BG	Bulgaria	As	NFR 2014-1	2G	1995	0.0014239656168853	Mg		2	NATIONAL TOTAL	Other product use	Industrial processes and product use
BG	Bulgaria	As	NFR 2014-1	1A1a	1993	4.078964	Mg		2	NATIONAL TOTAL	Public electricity and heat production	Energy production and distribution
BG	Bulgaria	As	NFR 2014-1	1A1c	1993	0.017658	Mg		2	NATIONAL TOTAL	Manufacture of solid fuels and other energy industries	Energy production and distribution
BG	Bulgaria	As	NFR 2014-1	1A2a	1993	1.154959	Mg		2	NATIONAL TOTAL	Stationary combustion in manufacturing industries and construction: Iron and steel	Energy use in industry
BG	Bulgaria	As	NFR 2014-1	1A2b	1993	6.148624	Mg		2	NATIONAL TOTAL	Stationary combustion in manufacturing industries and construction: Non-ferrous metals	Energy use in industry
